"Year","LocationAbbr","LocationDesc","DataSource","TopicType","TopicDesc","MeasureDesc","Variable","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","GeoLocation","Topic Type ID","Topic ID","Measure ID","SubMeasureID","DisplayOrder"
"2009","TX","Texas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","1,783.0",,,"  TX  (31.827240407, -99.426770206)","HLT","501HLT","520SAE","SAE004","04"
"2006","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","33.4",,,"  DE  (39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE005","05"
"2008","NM","New Mexico","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","130.9",,,"  NM  (34.520880952, -106.240580985)","HLT","501HLT","520SAE","SAE004","04"
"2009","UT","Utah","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","542.3","†","Excludes dental expenditures","  UT  (39.360700171, -111.587130635)","HLT","501HLT","520SAE","SAE001","01"
"2008","SC","South Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","250.3",,,"  SC  (33.998821303, -81.045371207)","HLT","501HLT","520SAE","SAE002","02"
"2007","LA","Louisiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1,723.5","†","Excludes dental expenditures","  LA  (31.312660644, -92.445680071)","HLT","501HLT","520SAE","SAE001","01"
"2009","CT","Connecticut","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","259.3",,,"  CT  (41.56266102, -72.649840952)","HLT","501HLT","520SAE","SAE005","05"
"2008","IL","Illinois","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","2,890.0",,,"  IL  (40.485010283, -88.997710178)","HLT","501HLT","520SAE","SAE003","03"
"2008","ND","North Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","59.7",,,"  ND  (47.475319779, -100.118421049)","HLT","501HLT","520SAE","SAE004","04"
"2005","CA","California","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","591.5",,,"  CA  (37.638640123, -120.999999538)","HLT","501HLT","520SAE","SAE005","05"
"2005","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","393.9","†","Excludes dental expenditures","  ID  (43.682630005, -114.363730042)","HLT","501HLT","520SAE","SAE001","01"
"2006","CT","Connecticut","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","233.9",,,"  CT  (41.56266102, -72.649840952)","HLT","501HLT","520SAE","SAE005","05"
"2008","AL","Alabama","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","858.3",,,"  AL  (32.840571122, -86.631860762)","HLT","501HLT","520SAE","SAE003","03"
"2006","WY","Wyoming","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","122.4",,,"  WY  (43.235541343, -108.109830353)","HLT","501HLT","520SAE","SAE003","03"
"2009","NE","Nebraska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","450.4",,,"  NE  (41.641040988001, -99.365720623)","HLT","501HLT","520SAE","SAE003","03"
"2009","ND","North Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","17.8","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  ND  (47.475319779, -100.118421049)","HLT","501HLT","520SAE","SAE006","06"
"2009","PA","Pennsylvania","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","673.2",,,"  PA  (40.793730152, -77.860700294)","HLT","501HLT","520SAE","SAE005","05"
"2007","ME","Maine","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","64.5","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  ME  (45.254228894001, -68.985031336)","HLT","501HLT","520SAE","SAE006","06"
"2007","SD","South Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","42.2",,,"  SD  (44.353130053, -100.373530637)","HLT","501HLT","520SAE","SAE002","02"
"2006","NJ","New Jersey","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","815.4",,,"  NJ  (40.130570048, -74.273691288)","HLT","501HLT","520SAE","SAE004","04"
"2008","CT","Connecticut","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","863.6",,,"  CT  (41.56266102, -72.649840952)","HLT","501HLT","520SAE","SAE003","03"
"2008","ND","North Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","29.7",,,"  ND  (47.475319779, -100.118421049)","HLT","501HLT","520SAE","SAE005","05"
"2005","WA","Washington","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","2,087.5","†","Excludes dental expenditures","  WA  (47.522278629, -120.47001079)","HLT","501HLT","520SAE","SAE001","01"
"2008","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","257.1",,,"  DE  (39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE003","03"
"2007","NJ","New Jersey","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","219.4","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  NJ  (40.130570048, -74.273691288)","HLT","501HLT","520SAE","SAE006","06"
"2007","AZ","Arizona","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","360.4",,,"  AZ  (34.86597028, -111.763811277)","HLT","501HLT","520SAE","SAE002","02"
"2007","AK","Alaska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","230.0",,,"  AK  (64.845079957001, -147.722059036)","HLT","501HLT","520SAE","SAE003","03"
"2006","IA","Iowa","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","139.0",,,"  IA  (42.469400913, -93.816490556)","HLT","501HLT","520SAE","SAE002","02"
"2006","MN","Minnesota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1,123.3",,,"  MN  (46.355648736, -94.794200503)","HLT","501HLT","520SAE","SAE003","03"
"2007","VA","Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","212.1",,,"  VA  (37.542680674, -78.457890463)","HLT","501HLT","520SAE","SAE005","05"
"2005","WA","Washington","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","149.1",,,"  WA  (47.522278629, -120.47001079)","HLT","501HLT","520SAE","SAE005","05"
"2007","NE","Nebraska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","67.6",,,"  NE  (41.641040988001, -99.365720623)","HLT","501HLT","520SAE","SAE005","05"
"2006","KY","Kentucky","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","344.7",,,"  KY  (37.645970271, -84.774971048)","HLT","501HLT","520SAE","SAE004","04"
"2008","WI","Wisconsin","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1,375.9",,,"  WI  (44.393191174, -89.816370742)","HLT","501HLT","520SAE","SAE003","03"
"2009","FL","Florida","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","658.6",,,"  FL  (28.932040377, -81.928960539)","HLT","501HLT","520SAE","SAE005","05"
"2006","NH","New Hampshire","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","52.2",,,"  NH  (43.655950113, -71.50036092)","HLT","501HLT","520SAE","SAE005","05"
"2006","CA","California","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","677.1","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  CA  (37.638640123, -120.999999538)","HLT","501HLT","520SAE","SAE006","06"
"2009","MS","Mississippi","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","227.4",,,"  MS  (32.745510099, -89.538030825)","HLT","501HLT","520SAE","SAE004","04"
"2008","MA","Massachusetts","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","2,125.3",,,"  MA  (42.27687047, -72.082690675)","HLT","501HLT","520SAE","SAE003","03"
"2005","NE","Nebraska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","366.3",,,"  NE  (41.641040988001, -99.365720623)","HLT","501HLT","520SAE","SAE003","03"
"2008","OK","Oklahoma","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","222.2",,,"  OK  (35.472031356, -97.521070214)","HLT","501HLT","520SAE","SAE002","02"
"2007","MI","Michigan","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","244.2","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  MI  (44.661319543001, -84.71439027)","HLT","501HLT","520SAE","SAE006","06"
"2005","LA","Louisiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","99.6",,,"  LA  (31.312660644, -92.445680071)","HLT","501HLT","520SAE","SAE005","05"
"2009","ME","Maine","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","811.1","†","Excludes dental expenditures","  ME  (45.254228894001, -68.985031336)","HLT","501HLT","520SAE","SAE001","01"
"2007","ND","North Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","289.4","†","Excludes dental expenditures","  ND  (47.475319779, -100.118421049)","HLT","501HLT","520SAE","SAE001","01"
"2009","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1,547.8","†","Excludes dental expenditures","  OR  (44.567449424, -120.155031326)","HLT","501HLT","520SAE","SAE001","01"
"2009","SC","South Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","256.3",,,"  SC  (33.998821303, -81.045371207)","HLT","501HLT","520SAE","SAE002","02"
"2007","AZ","Arizona","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","458.7",,,"  AZ  (34.86597028, -111.763811277)","HLT","501HLT","520SAE","SAE004","04"
"2006","NY","New York","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","756.4","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  NY  (42.827001032, -75.543970427)","HLT","501HLT","520SAE","SAE006","06"
"2008","CA","California","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","768.2","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  CA  (37.638640123, -120.999999538)","HLT","501HLT","520SAE","SAE006","06"
"2005","NJ","New Jersey","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","200.0","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  NJ  (40.130570048, -74.273691288)","HLT","501HLT","520SAE","SAE006","06"
"2006","WA","Washington","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","131.3","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  WA  (47.522278629, -120.47001079)","HLT","501HLT","520SAE","SAE006","06"
"2008","IL","Illinois","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","764.5",,,"  IL  (40.485010283, -88.997710178)","HLT","501HLT","520SAE","SAE002","02"
"2008","NE","Nebraska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","69.4",,,"  NE  (41.641040988001, -99.365720623)","HLT","501HLT","520SAE","SAE005","05"
"2005","WY","Wyoming","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","28.5",,,"  WY  (43.235541343, -108.109830353)","HLT","501HLT","520SAE","SAE002","02"
"2006","TN","Tennessee","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","125.0","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  TN  (35.68094058, -85.774490914)","HLT","501HLT","520SAE","SAE006","06"
"2007","AK","Alaska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","47.7",,,"  AK  (64.845079957001, -147.722059036)","HLT","501HLT","520SAE","SAE004","04"
"2008","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","733.8",,,"  OR  (44.567449424, -120.155031326)","HLT","501HLT","520SAE","SAE003","03"
"2007","TN","Tennessee","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1,226.4",,,"  TN  (35.68094058, -85.774490914)","HLT","501HLT","520SAE","SAE003","03"
